Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Venue,Date,Results Score
47,11.32,0.9,Savatheda FYNES,17-Oct-74,BAH,2,"El Paso, TX (USA)",16-Apr-05,1131
47,11.32,0.2,LaKadron IVERY,23-Jun-83,USA,2,"Manhattan, KS (USA)",15-May-05,1131
47,11.32,2,Juanita BROADDUS,12-May-85,USA,1,"Levelland, TX (USA)",18-May-05,1131
47,11.32,1.6,Svetlana POSPELOVA,24-Dec-79,RUS,1,Tallinn (EST),16-Aug-05,1131
51,11.33,0.5,Georgia KOKLONI,7-May-81,GRE,2,"Olympic Stadium, Athina (GRE)",14-Jun-05,1129
51,11.33,0,Wangping QIN,16-Jun-82,CHN,1,Changsha (CHN),24-Jun-05,1129
51,11.33,1.1,Birgit ROCKMEIER,29-Nov-73,GER,1,"Wattenscheid, Bochum (GER)",2-Jul-05,1129
51,11.33,0.5,Manuela LEVORATO,16-Mar-77,ITA,2f2,"Stadio Olimpico, Roma (ITA)",8-Jul-05,1129
51,11.33,-0.1,Larisa KRUGLOVA,27-Oct-72,RUS,3,Tula (RUS),10-Jul-05,1129
51,11.33,1.8,Patricia BUVAL,22-Jan-76,FRA,3,Angers (FRA),15-Jul-05,1129
57,11.34,,Virgen BENAVIDES,31-Dec-74,CUB,1,La Habana (CUB),3-Mar-05,1127
57,11.34,0,Monique HENDERSON,18-Feb-83,USA,2,"Tempe, AZ (USA)",16-Apr-05,1127
57,11.34,1.9,Alexis WEATHERSPOON,27-Jul-83,USA,1h1,"Westwood, CA (USA)",14-May-05,1127
57,11.34,1.7,Véronique MANG,15-Dec-84,FRA,1h2,Niamey (NIG),11-Dec-05,1127
61,11.35,1.3,Wyllesheia MYRICK,21-Nov-79,USA,1,Fort-de-France (FRA),30-Apr-05,1125
61,11.35,,Yekaterina BUTUSOVA,10-Jan-84,RUS,h,Tula (RUS),13-Jun-05,1125
61,11.35,-0.1,Yekaterina LESHCHOVA-GRIGORYEVA,21-Apr-74,RUS,4,Tula (RUS),10-Jul-05,1125
61,11.35,0.6,Toyin OLUPONA,29-Jan-83,CAN,1,Winnipeg (CAN),15-Jul-05,1125
61,11.35,1.7,Emma ANIA,7-Feb-79,GBR,3,Paris (FRA),3-Sep-05,1125
66,11.36,0.1,Janice JOSEPHS,31-Mar-82,RSA,2,Pretoria (RSA),18-Mar-05,1123
66,11.36,1.4,Adriane LAPSLEY,18-Dec-83,USA,1h3,"Tallahassee, FL (USA)",22-Apr-05,1123
66,11.36,0.6,Ayanna HUTCHINSON,18-Feb-78,TTO,4,Port-of-Spain (TTO),25-Jun-05,1123
69,11.37,0.6,Vukosava ĐAPIĆ,21-Jan-78,SCG,1,Nis (SRB),5-Jun-05,1120
69,11.37,0.6,Yelena NEVMERZHITSKAYA,27-Jul-80,BLR,2,Leiria (POR),18-Jun-05,1120
69,11.37,1.1,Glory ALOZIE,30-Dec-77,ESP,6,Shanghai (CHN),17-Sep-05,1120
72,11.38,0.4,Erica WHIPPLE,4-Dec-82,USA,2h,"New York, NY (USA)",27-May-05,1118
72,11.38,1.8,Bianca KNIGHT,2-Jan-89,USA,1h9,"Sidi Youssef Ben Ali, Marrakesh (MAR)",13-Jul-05,1118
72,11.38,,Kenyanna WILSON,27-Oct-88,USA,1,"Aurora, IL (USA)",17-Jul-05,1118
72,11.38,1.9,Affoué Amandine ALLOU,29-Aug-80,CIV,1,Sestriere (ITA),23-Jul-05,1118
76,11.39,1,Alexandria ANDERSON,28-Jan-87,USA,1,"Greensboro, NC (USA)",17-Jun-05,1116
76,11.39,1.9,LaShauntea MOORE,31-Jul-83,USA,1,Salamanca (ESP),6-Jul-05,1116
76,11.39,-0.3,Magdalena KHRISTOVA,25-Feb-77,BUL,1,Sofia (BUL),7-Jul-05,1117
76,11.39,1.1,Franciela KRASUCKI,26-Apr-88,BRA,1h5,"Sidi Youssef Ben Ali, Marrakesh (MAR)",13-Jul-05,1116
80,11.4,0.9,Maryann ERIGHA,11-Nov-84,USA,1,"Claremont, CA (USA)",15-Apr-05,1114
80,11.4,2,Elodie OUÉDRAOGO,27-Feb-81,BEL,1,Gent (BEL),8-May-05,1114
80,11.4,1.3,Schillonie CALVERT-POWELL,27-Jul-88,JAM,1h12,"Sidi Youssef Ben Ali, Marrakesh (MAR)",13-Jul-05,1114
83,11.41,0.1,Tianna BARTOLETTA,30-Aug-85,USA,3,"Knoxville, TN (USA)",9-Apr-05,1112
83,11.41,1.6,Daria KORCZYŃSKA,30-Jul-81,POL,1h1,Biala Podlaska (POL),24-Jun-05,1112
83,11.41,1.1,Katja TENGEL,27-Sep-81,GER,2,"Wattenscheid, Bochum (GER)",2-Jul-05,1112
83,11.41,0.9,Joice MADUAKA,30-Sep-73,GBR,1sf1,Manchester (GBR),9-Jul-05,1112
83,11.41,-0.1,Vida ANIM,7-Dec-83,GHA,5qf4,"Olympic Stadium, Helsinki (FIN)",7-Aug-05,1112
83,11.41,1.1,Sally PEARSON,19-Sep-86,AUS,1,Brisbane (AUS),26-Nov-05,1112
89,11.42,0.1,Amberly NESBITT,19-Aug-86,USA,4,"Knoxville, TN (USA)",9-Apr-05,1110
89,11.42,0,Irina KOZHEMYAKINA,16-Jun-80,UKR,1,Yalta (UKR),27-May-05,1110
89,11.42,2,Halima DECREE,27-Jul-82,USA,1h2,"Eugene, OR (USA)",27-May-05,1110
89,11.42,,Olga KHALANDYREVA,13-Nov-81,RUS,1,Tula (RUS),13-Jun-05,1110
89,11.42,0.4,Danielle BROWNING,29-Aug-81,JAM,7,Kingston (JAM),25-Jun-05,1110
89,11.42,,Mercy NKU,17-Jul-76,NGR,2,Abuja (NGR),9-Jul-05,1110
89,11.42,-0.1,Yelena BOLSUN,25-Jun-82,RUS,6,Tula (RUS),10-Jul-05,1110
89,11.42,1.8,Delphine Bertille ATANGANA,16-Aug-84,CMR,4,Angers (FRA),15-Jul-05,1110
89,11.42,1.8,Carima LOUAMI,12-May-79,FRA,5,Angers (FRA),15-Jul-05,1110
89,11.42,1.3,Susanna KALLUR,16-Feb-81,SWE,1,Göteborg (SWE),28-Aug-05,1110
99,11.43,0.7,LaVerne JONES-FERRETTE,16-Sep-81,ISV,1,"Norman, OK (USA)",16-Apr-05,1108
99,11.43,1.3,Wendy HARTMAN-SEEGERS,28-Feb-76,RSA,1,Johannesburg (RSA),22-Apr-05,1108
1,10.77,0.7,Ivet LALOVA-COLLIO,18-May-84,BUL,1,Plovdiv (BUL),19-Jun-04,1251
2,10.91,0,Veronica CAMPBELL-BROWN,15-May-82,JAM,1,"Stade Louis II, Monaco (MON)",19-Sep-04,1220
3,10.92,0.1,Yuliya NESTERENKO,15-Jun-79,BLR,1sf1,"Olympic Stadium, Athina (GRE)",21-Aug-04,1217
4,10.95,1.6,Christine ARRON,13-Sep-73,FRA,1,Sotteville-lès-Rouen (FRA),16-Jul-04,1211
5,10.96,-0.1,Lauryn WILLIAMS,11-Sep-83,USA,2,"Olympic Stadium, Athina (GRE)",21-Aug-04,1209
6,10.97,0.1,LaTasha COLANDER,23-Aug-76,USA,1,"Sacramento, CA (USA)",10-Jul-04,1206
7,11.01,0.4,Sherone SIMPSON,12-Aug-84,JAM,1,St. George's (GRN),29-May-04,1198
8,11.04,1.7,Aleen BAILEY,25-Nov-80,JAM,1,Birmingham (GBR),25-Jul-04,1191
8,11.04,0.1,Debbie FERGUSON-MCKENZIE,16-Jan-76,BAH,4sf1,"Olympic Stadium, Athina (GRE)",21-Aug-04,1191
10,11.05,1.6,Inger MILLER,12-Jun-72,USA,1,"Eugene, OR (USA)",19-Jun-04,1189
10,11.05,1.6,Gail DEVERS,19-Nov-66,USA,2,"Eugene, OR (USA)",19-Jun-04,1189
12,11.09,2,Merlene OTTEY,10-May-60,SLO,1,Naimette-Xhovémont (BEL),3-Aug-04,1180
13,11.1,-0.5,Yuliya TABAKOVA,1-May-80,RUS,1h2,Tula (RUS),29-Jul-04,1181
14,11.12,1,Muna LEE,30-Oct-81,USA,2,"Austin, TX (USA)",11-Jun-04,1174
14,11.12,,Fana ASHBY,15-Jun-81,TTO,1h1,Port-of-Spain (TTO),19-Jun-04,1174
16,11.13,1.5,Ashley OWENS,19-Nov-85,USA,1,"Stadio Zecchini, Grosseto (ITA)",14-Jul-04,1172
17,11.14,1.1,Kim GEVAERT,5-Aug-78,BEL,1,"AC Gianni Brera, Milano (ITA)",2-Jun-04,1169
17,11.14,2,Marshevet HOOKER,25-Sep-84,USA,1h2,"Austin, TX (USA)",10-Jun-04,1169
17,11.14,1.6,Natasha JOE-MAYERS,10-Mar-79,VIN,4,"Eugene, OR (USA)",19-Jun-04,1169
17,11.14,0,Vida ANIM,7-Dec-83,GHA,1h7,"Olympic Stadium, Athina (GRE)",20-Aug-04,1169
21,11.15,0.6,Angela WILLIAMS,30-Jan-80,USA,1,"La Jolla, CA (USA)",17-Jun-04,1167
22,11.16,0.2,Allyson FELIX,18-Nov-85,USA,1,Linz (AUT),2-Aug-04,1165
22,11.16,1.4,Sylviane FELIX,31-Oct-77,FRA,1,München (GER),8-Aug-04,1165
24,11.17,,Lyubov PEREPELOVA,26-Feb-79,UZB,1,Manila (PHI),1-Jul-04,1163
24,11.17,1,Endurance OJOKOLO,29-Sep-75,NGR,1,Abuja (NGR),11-Jul-04,1163
24,11.17,1.7,Abiodun OYEPITAN,30-Dec-79,GBR,3,Birmingham (GBR),25-Jul-04,1163
27,11.18,0.1,Tayna LAWRENCE,17-Sep-75,JAM,5,"Boudewijnstadion, Bruxelles (BEL)",3-Sep-04,1161
28,11.2,1.3,Tonette DYER,28-Mar-82,USA,1h3,"Austin, TX (USA)",10-Jun-04,1157
29,11.21,2,LaKeisha BACKUS,25-Dec-76,USA,1,"Sacramento, CA (USA)",24-Apr-04,1154
29,11.21,0,Muriel HURTIS,25-Mar-79,FRA,1,Noisy-le-Grand (FRA),8-Jun-04,1154
29,11.21,0.3,Katerina THANOU,1-Feb-75,GRE,1,Athina (GRE),10-Jun-04,1154
29,11.21,1.5,Sina SCHIELKE,19-May-81,GER,1,Erfurt (GER),13-Jun-04,1154
29,11.21,-0.2,Irina KHABAROVA,18-Mar-66,RUS,2,Tula (RUS),29-Jul-04,1155
34,11.22,1.1,Simone FACEY,7-May-85,JAM,1,Kingston (JAM),26-Mar-04,1152
35,11.23,0.1,Angela DAIGLE-BOWEN,28-May-76,USA,6,"Sacramento, CA (USA)",10-Jul-04,1150
35,11.23,0.4,Larisa KRUGLOVA,27-Oct-72,RUS,1h6,Tula (RUS),29-Jul-04,1150
37,11.24,2,Mercy NKU,17-Jul-76,NGR,1h2,Fort-de-France (FRA),24-Apr-04,1148
37,11.24,0.5,Véronique MANG,15-Dec-84,FRA,2h1,"Olympic Stadium, Athina (GRE)",20-Aug-04,1148
39,11.25,1.7,LaVerne JONES-FERRETTE,16-Sep-81,ISV,1h3,"College Station, TX (USA)",28-May-04,1146
39,11.25,1.5,Oksana GUSKOVA-KAYDASH,16-Jun-74,UKR,2,Erfurt (GER),13-Jun-04,1146
41,11.26,1.3,LaShauntea MOORE,31-Jul-83,USA,3h3,"Austin, TX (USA)",10-Jun-04,1144
41,11.26,,Cydonie MOTHERSILL,19-Mar-78,CAY,2h1,Port-of-Spain (TTO),19-Jun-04,1144
41,11.26,-0.7,Guzel KHUBBIEVA,2-May-76,UZB,2,Songkla (THA),23-Jun-04,1148
41,11.26,1.8,Bettina MÜLLER-WEISSINA,12-Jul-73,AUT,1,Wolfsberg (AUT),10-Jul-04,1144
41,11.26,0.5,Virgen BENAVIDES,31-Dec-74,CUB,2,Salamanca (ESP),13-Jul-04,1144
46,11.27,1.1,Elva GOULBOURNE,21-Jan-80,JAM,1,"Atlanta, GA (USA)",5-Jun-04,1142
46,11.27,0.6,Wyllesheia MYRICK,21-Nov-79,USA,1h1,"Provo, UT (USA)",25-Jun-04,1142
46,11.27,-0.6,Olga FYODOROVA,14-Jul-83,RUS,1,Cheboksary (RUS),16-Jul-04,1145
49,11.29,2,Krysha BAYLEY,21-Jan-84,CAN,3h2,"Austin, TX (USA)",10-Jun-04,1137
49,11.29,0.2,Olga KHALANDYREVA,13-Nov-81,RUS,2sf2,Tula (RUS),29-Jul-04,1137
51,11.3,,Wendy HARTMAN-SEEGERS,28-Feb-76,RSA,1,Windhoek (NAM),24-Apr-04,1135
51,11.3,0.1,Affoué Amandine ALLOU,29-Aug-80,CIV,1,Avellino (ITA),10-Jun-04,1135
51,11.3,-0.2,Mariya BOLIKOVA,23-May-77,RUS,4,Tula (RUS),29-Jul-04,1136
54,11.32,2,Teneeshia JONES,28-Jan-79,USA,2h2,Fort-de-France (FRA),24-Apr-04,1131
54,11.32,0.7,Sanya RICHARDS-ROSS,26-Feb-85,USA,1,"Norman, OK (USA)",1-May-04,1131
54,11.32,2,Xuemei LI,5-Jan-77,CHN,1,Mito (JPN),5-May-04,1131
54,11.32,0.8,Virginia CRAWFORD,7-Sep-83,USA,1,"Tucson, AZ (USA)",15-May-04,1131
54,11.32,1.7,Tremedia BRICE,22-Jul-81,USA,2h1,"College Station, TX (USA)",28-May-04,1131
54,11.32,0.4,Delphine Bertille ATANGANA,16-Aug-84,CMR,1,Lugano (SUI),5-Jun-04,1131
54,11.32,1.1,Monique HENNAGAN,26-May-76,USA,2,"Atlanta, GA (USA)",5-Jun-04,1131
54,11.32,1.5,Karin MAYR-KRIFKA,4-Jun-71,AUT,3,Erfurt (GER),13-Jun-04,1131
62,11.33,1.1,Shaunta PELHAM,12-Feb-78,USA,3,"Atlanta, GA (USA)",5-Jun-04,1129
62,11.33,1.5,Jasmine BALDWIN-FOSS,27-Sep-86,USA,1,"Sacramento, CA (USA)",5-Jun-04,1129
62,11.33,0.3,Marilia GREGORIOU,13-Feb-80,CYP,2,Athina (GRE),10-Jun-04,1129
62,11.33,0,Alenka BIKAR,7-Jan-74,SLO,1,Velenje (SLO),25-Jun-04,1129
62,11.33,-1.1,Viktoriya KOVYREVA,17-Dec-75,KAZ,1,Almaty (KAZ),14-Jul-04,1135
67,11.34,1.6,LaKadron IVERY,23-Jun-83,USA,2,"Austin, TX (USA)",3-Apr-04,1127
67,11.34,0.2,Tetyana TKALICH,30-May-75,UKR,2,Kiev (UKR),29-May-04,1127
67,11.34,0.3,Rosemar Maria COELHO NETO,2-Jan-77,BRA,1h1,Cochabamba (BOL),30-May-04,1127
67,11.34,0.2,Oludamola OSAYOMI,26-Jun-86,NGR,1h2,Abuja (NGR),8-Jul-04,1127
71,11.35,0.7,Gloria KEMASUODE,30-Dec-79,NGR,1,Sydney (AUS),8-Feb-04,1125
71,11.35,,Yelena NEVMERZHITSKAYA,27-Jul-80,BLR,1,Minsk (BLR),23-May-04,1125
71,11.35,1.5,Natalya SAFRONNIKOVA,28-Feb-73,BLR,4,Rethymno (GRE),23-Jun-04,1125
71,11.35,1.1,Joan VAN DEN AKKER,16-Jan-84,NED,1,Utrecht (NED),10-Jul-04,1125
71,11.35,-1.4,Gabi ROCKMEIER,29-Nov-73,GER,2,Braunschweig (GER),10-Jul-04,1133
71,11.35,,Yelena BOBROVSKAYA,11-Apr-75,KGZ,1h,Bishkek (KGZ),22-Jul-04,1125
71,11.35,-0.2,Beverly MCDONALD,15-Feb-70,JAM,3f2,Zürich (SUI),6-Aug-04,1126
78,11.36,1.8,LaJuana LOVETT,7-May-82,USA,1,"San Marcos, TX (USA)",17-May-04,1123
78,11.36,0,Anzhela KRAVCHENKO,25-Jan-71,UKR,1,Bydgoszcz (POL),5-Jun-04,1123
78,11.36,0.9,Lucimar Aparecida DE MOURA,22-Mar-74,BRA,1,São Paulo (BRA),6-Jun-04,1123
78,11.36,,Yelena BOLSUN,25-Jun-82,RUS,2,Moskva (RUS),12-Jun-04,1123
78,11.36,1.3,Georgia KOKLONI,7-May-81,GRE,1,Chania (GRE),28-Jun-04,1123
78,11.36,0.9,Johanna MANNINEN,4-Apr-80,FIN,1h1,Lapinlahti (FIN),18-Jul-04,1123
84,11.37,1.5,Irina SHEPETYUK,13-Feb-82,UKR,3,Kiev (UKR),29-May-04,1120
84,11.37,1.1,Vincenza CALÍ,15-Oct-83,ITA,1,Rieti (ITA),11-Jun-04,1120
84,11.37,1,Consuella MOORE,29-Aug-81,USA,7,"Austin, TX (USA)",11-Jun-04,1120
84,11.37,-1.8,Marina MAYDANOVA-MINDAREVA,22-Aug-82,UKR,1,Kiev (UKR),12-Jun-04,1130
84,11.37,1.5,Joice MADUAKA,30-Sep-73,GBR,4,Erfurt (GER),13-Jun-04,1120
84,11.37,0,Rachelle BOONE-SMITH,30-Jun-81,USA,1,"Chapel Hill, NC (USA)",26-Jun-04,1120
84,11.37,0.2,Yekaterina LESHCHOVA-GRIGORYEVA,21-Apr-74,RUS,3,Kazan (RUS),9-Jul-04,1120
84,11.37,-0.1,Oksana DRAHUN,19-Apr-81,BLR,1,Minsk (BLR),31-Jul-04,1120
84,11.37,-0.1,Chandra STURRUP,12-Sep-71,BAH,3h4,"Olympic Stadium, Athina (GRE)",20-Aug-04,1120
93,11.38,,Ayanna HUTCHINSON,18-Feb-78,TTO,3h1,Port-of-Spain (TTO),19-Jun-04,1118
93,11.38,,Wanda HUTSON,8-Jan-85,TTO,4h1,Port-of-Spain (TTO),19-Jun-04,1118
93,11.38,1.3,Liang YI,30-Oct-76,CHN,1,Hefei (CHN),26-Sep-04,1118
96,11.39,-0.8,Geraldine PILLAY,25-Aug-77,RSA,1,Durban (RSA),17-Apr-04,1120
96,11.39,1.1,Savatheda FYNES,17-Oct-74,BAH,2h2,St-Martin (FRA),22-May-04,1116
96,11.39,1.1,Motoka ARAI,4-Jul-74,JPN,1,Tottori (JPN),4-Jun-04,1116
96,11.39,1.1,Kaori SAKAGAMI-YOSHIDA,12-May-74,JPN,1,Tottori (JPN),4-Jun-04,1116
96,11.39,,Irina KOZHEMYAKINA,16-Jun-80,UKR,1,Kharkov (UKR),8-Jun-04,1116
1,10.86,1.2,Chryste GAINES,14-Sep-70,USA,1,"Stade Louis II, Monaco (MON)",14-Sep-03,1231
2,10.89,0,Chandra STURRUP,12-Sep-71,BAH,1f1,"Stadio Olimpico, Roma (ITA)",11-Jul-03,1224
3,10.93,0.9,Torri EDWARDS,31-Jan-77,USA,1,"Stade de France, Paris-St-Denis (FRA)",24-Aug-03,1215
4,10.97,1.2,Debbie FERGUSON-MCKENZIE,16-Jan-76,BAH,1,Durban (RSA),11-Apr-03,1206
5,11.01,0.8,Christine ARRON,13-Sep-73,FRA,1sf1,"Stade de France, Paris-St-Denis (FRA)",24-Aug-03,1198
6,11.03,0.9,Katerina THANOU,1-Feb-75,GRE,3,"Stade de France, Paris-St-Denis (FRA)",24-Aug-03,1193
7,11.04,0.8,Muna LEE,30-Oct-81,USA,1,"Walnut, CA (USA)",19-Apr-03,1191
8,11.05,1.7,Natalya SAFRONNIKOVA,28-Feb-73,BLR,1,Minsk (BLR),28-Jun-03,1189
9,11.07,0.9,Aleen BAILEY,25-Nov-80,JAM,5,"Stade de France, Paris-St-Denis (FRA)",24-Aug-03,1185
10,11.08,0,Fana ASHBY,15-Jun-81,TTO,1h3,"Levelland, TX (USA)",9-May-03,1182
10,11.08,0.7,LaTasha COLANDER,23-Aug-76,USA,2,"Eugene, OR (USA)",24-May-03,1182
10,11.08,-0.1,Muriel HURTIS,25-Mar-79,FRA,4f1,Zürich (SUI),15-Aug-03,1182
13,11.09,0.8,Natasha JOE-MAYERS,10-Mar-79,VIN,2,"Walnut, CA (USA)",19-Apr-03,1180
13,11.09,2,Mary ONYALI-OMAGBEMI,3-Feb-68,NGR,1,"Austin, TX (USA)",3-May-03,1180
15,11.11,0.2,Marina KISLOVA,12-Dec-78,RUS,1,Luzern (SUI),25-Jun-03,1176
15,11.11,0.9,Gail DEVERS,19-Nov-66,USA,6,"Stade de France, Paris-St-Denis (FRA)",24-Aug-03,1176
17,11.12,1.6,Lauryn WILLIAMS,11-Sep-83,USA,1,Santo Domingo (DOM),6-Aug-03,1174
18,11.14,0.7,Ivet LALOVA-COLLIO,18-May-84,BUL,1,Sofia (BUL),14-Jun-03,1169
19,11.15,1.5,Erica WHIPPLE,4-Dec-82,USA,2,"Knoxville, TN (USA)",18-May-03,1167
19,11.15,1.6,Angela WILLIAMS,30-Jan-80,USA,2,Santo Domingo (DOM),6-Aug-03,1167
19,11.15,0,Karin MAYR-KRIFKA,4-Jun-71,AUT,1,Salzburg (AUT),9-Aug-03,1167
22,11.16,1,Inger MILLER,12-Jun-72,USA,1,"Modesto, CA (USA)",10-May-03,1165
22,11.16,0,Endurance OJOKOLO,29-Sep-75,NGR,1sf2,Abuja (NGR),12-Oct-03,1165
24,11.17,1.8,Brigitte Ann FOSTER-HYLTON,7-Nov-74,JAM,1,La Habana (CUB),31-May-03,1163
25,11.18,-0.2,Lyubov PEREPELOVA,26-Feb-79,UZB,1,Tashkent (UZB),5-Sep-03,1162
26,11.2,1.2,Geraldine PILLAY,25-Aug-77,RSA,2,Durban (RSA),11-Apr-03,1157
26,11.2,0.4,Elva GOULBOURNE,21-Jan-80,JAM,2,Kingston (JAM),20-Jun-03,1157
26,11.2,0.3,Yuliya TABAKOVA,1-May-80,RUS,1,Malmö (SWE),12-Aug-03,1157
26,11.2,-0.1,Susanthika JAYASINGHE,17-Dec-75,SRI,1h4,"Stade de France, Paris-St-Denis (FRA)",23-Aug-03,1157
30,11.21,-0.6,LaTasha JENKINS,19-Dec-77,USA,3,Ciudad de México (MEX),3-May-03,1157
30,11.21,1.5,Kim GEVAERT,5-Aug-78,BEL,1,Valencia (ESP),24-May-03,1154
30,11.21,1.7,Consuella MOORE,29-Aug-81,USA,3,"Fairfax, VA (USA)",31-May-03,1154
30,11.21,0.7,Nolle GRAHAM,12-Sep-81,JAM,1,"Bloomington, IN (USA)",19-Jul-03,1154
34,11.22,1.9,Rachelle BOONE-SMITH,30-Jun-81,USA,1h,"Columbus, OH (USA)",30-May-03,1152
34,11.22,0.6,Merlene OTTEY,10-May-60,SLO,1,Velenje (SLO),7-Jun-03,1152
34,11.22,-0.7,Mercy NKU,17-Jul-76,NGR,2f2,"Stadio Olimpico, Roma (ITA)",11-Jul-03,1156
34,11.22,0.1,Vida ANIM,7-Dec-83,GHA,1,Malles Venosta (ITA),12-Jul-03,1152
38,11.23,1,Anzhela KRAVCHENKO,25-Jan-71,UKR,1,San Sebastián (ESP),10-Aug-03,1150
39,11.24,0.7,Tayna LAWRENCE,17-Sep-75,JAM,5,"Eugene, OR (USA)",24-May-03,1148
39,11.24,0.4,Beverly MCDONALD,15-Feb-70,JAM,3,Kingston (JAM),20-Jun-03,1148
39,11.24,0.5,Delphine Bertille ATANGANA,16-Aug-84,CMR,2sf1,Abuja (NGR),12-Oct-03,1148
42,11.25,0.9,Tetyana TKALICH,30-May-75,UKR,1,Kharkov (UKR),17-May-03,1146
42,11.25,0.6,Yelena NEVMERZHITSKAYA,27-Jul-80,BLR,1,Minsk (BLR),22-May-03,1146
42,11.25,0.7,Olena PASTUSHENKO,14-Jul-79,UKR,1h2,Kiev (UKR),26-May-03,1146
42,11.25,-0.6,Esther MÖLLER,13-Sep-77,GER,1,Rehlingen (GER),9-Jun-03,1149
46,11.26,1,Cydonie MOTHERSILL,19-Mar-78,CAY,1,"Auburn, AL (USA)",4-May-03,1144
46,11.26,1.6,Judyth KITSON,2-Nov-79,JAM,2h1,"Knoxville, TN (USA)",17-May-03,1144
48,11.28,1.5,Sanya RICHARDS-ROSS,26-Feb-85,USA,1h2,"Austin, TX (USA)",18-May-03,1139
48,11.28,1.8,LaKadron IVERY,23-Jun-83,USA,1h1,"Lincoln, NE (USA)",30-May-03,1139
48,11.28,0.8,Sylviane FELIX,31-Oct-77,FRA,1h2,Castres (FRA),6-Aug-03,1139
48,11.28,1.6,Liliana ALLEN,24-May-70,MEX,3,Santo Domingo (DOM),6-Aug-03,1139
48,11.28,1.6,Virgen BENAVIDES,31-Dec-74,CUB,4,Santo Domingo (DOM),6-Aug-03,1139
53,11.29,1.4,Allyson FELIX,18-Nov-85,USA,1,"Norwalk, CA (USA)",7-Jun-03,1137
53,11.29,0.9,Joice MADUAKA,30-Sep-73,GBR,2,Lille (FRA),15-Jun-03,1137
53,11.29,-1.3,Glory ALOZIE,30-Dec-77,ESP,3,"Stadio Ridolfi, Firenze (ITA)",21-Jun-03,1144
53,11.29,0,Juliet CAMPBELL,17-Mar-70,JAM,2,Poznan (POL),29-Jun-03,1137
53,11.29,-0.7,Agné VISOCKAITÉ-EGGERTH,4-Aug-78,LTU,5f2,"Stadio Olimpico, Roma (ITA)",11-Jul-03,1141
58,11.3,0.5,Guzel KHUBBIEVA,2-May-76,UZB,1,Bangkok (THA),5-Jun-03,1135
59,11.31,1.3,Olga FYODOROVA,14-Jul-83,RUS,2h1,"Arsenal Stadium, Tula (RUS)",8-Jun-03,1133
59,11.31,1.7,Oksana DRAHUN,19-Apr-81,BLR,2,Minsk (BLR),28-Jun-03,1133
59,11.31,1.8,Jessica ONYEPUNUKA,3-May-86,USA,1,Sherbrooke (CAN),11-Jul-03,1133
59,11.31,0.1,Marion WAGNER,1-Feb-78,GER,2,Malles Venosta (ITA),12-Jul-03,1133
59,11.31,0,Manuela LEVORATO,16-Mar-77,ITA,2,Carbonia (ITA),4-Sep-03,1133
64,11.33,1.4,LaShauntea MOORE,31-Jul-83,USA,1,"Fayetteville, AR (USA)",12-Apr-03,1129
64,11.33,0.6,Timicka CLARKE,9-Nov-80,BAH,2,St. George's (GRN),4-Jul-03,1129
64,11.33,1.7,Véronique MANG,15-Dec-84,CMR,1,Lyon (FRA),12-Jul-03,1129
64,11.33,1.3,Georgia KOKLONI,7-May-81,GRE,1,"Zdzislaw Krzyszkowiak Stadium, Bydgoszcz (POL)",19-Jul-03,1129
64,11.33,0.8,Katia BENTH,16-Nov-75,FRA,1h1,Castres (FRA),6-Aug-03,1129
69,11.34,1.1,Kerron STEWART,16-Apr-84,JAM,1,Kingston (JAM),5-Apr-03,1127
69,11.34,,Rosemary OKAFOR,22-May-82,NGR,1h2,"Denton, TX (USA)",10-May-03,1127
71,11.35,0.3,Rosa RAKOTOZAFY,12-Nov-77,MAD,1,Yaoundé (CMR),12-Apr-03,1125
71,11.35,1.1,Shalonda SOLOMON,19-Dec-85,USA,1,"Norwalk, CA (USA)",24-May-03,1125
71,11.35,0.2,Digna MURILLO,22-May-81,COL,1,Barquisimeto (VEN),20-Jun-03,1125
71,11.35,,Edem Patient ENEM,15-Oct-83,NGR,2sf2,Abuja (NGR),17-Jul-03,1125
71,11.35,1.9,Johanna MANNINEN,4-Apr-80,FIN,1,Helsinki (FIN),10-Aug-03,1125
76,11.36,1.2,Winnet DUBE,10-May-72,ZIM,4,Durban (RSA),11-Apr-03,1123
76,11.36,1,Angela DAIGLE-BOWEN,28-May-76,USA,3,"Modesto, CA (USA)",10-May-03,1123
76,11.36,0.6,Abiodun OYEPITAN,30-Dec-79,GBR,3,Warszawa (POL),15-Jun-03,1123
76,11.36,0,Savatheda FYNES,17-Oct-74,BAH,6qf4,"Stade de France, Paris-St-Denis (FRA)",23-Aug-03,1123
80,11.37,1.1,Sherone SIMPSON,12-Aug-84,JAM,2,Kingston (JAM),5-Apr-03,1120
80,11.37,1.4,LaVerne JONES-FERRETTE,16-Sep-81,ISV,2h1,"Austin, TX (USA)",18-May-03,1120
80,11.37,1.3,LaJuana LOVETT,7-May-82,USA,1,"San Marcos, TX (USA)",19-May-03,1120
83,11.38,0.3,Janice JOSEPHS,31-Mar-82,RSA,1,Bloemfontein (RSA),7-Feb-03,1118
83,11.38,1.2,Makaridja SANGANOKO,8-May-80,CIV,5,Durban (RSA),11-Apr-03,1118
